mag_field_response,radial_distance
0.00018982898835846214,0.0
-0.00039234164460422106,0.0010005002501250625
-0.0009745122775669042,0.002001000500250125
-0.0015566829105295873,0.003001500750375187
-0.0021388535434922703,0.00400200100050025
-0.002721024176454954,0.0050025012506253125
-0.0033031948094176364,0.006003001500750374
-0.00388536544238032,0.007003501750875437
-0.004467536075343003,0.0080040020010005
-0.005049706708305686,0.009004502251125562
-0.00563187734126837,0.010005002501250625
-0.006214047974231053,0.011005502751375688
-0.0066246092229685985,0.012006003001500749
-0.006837234058677461,0.013006503251625811
-0.007049858894386322,0.014007003501750874
-0.007262483730095183,0.015007503751875937
-0.007475108565804045,0.016008004002001
-0.007687733401512907,0.01700850425212606
-0.007900358237221768,0.018009004502251125
-0.00811298307293063,0.019009504752376186
-0.008325607908639492,0.02001000500250125
-0.008538232744348354,0.02101050525262631
-0.008750857580057215,0.022011005502751375
-0.008963482415766076,0.023011505752876436
-0.009176107251474944,0.024012006003001497
-0.009388732087183842,0.02501250625312656
-0.009601356922892738,0.026013006503251623
-0.009813981758601636,0.027013506753376687
-0.010026606594310533,0.028014007003501748
-0.010239231430019431,0.029014507253626812
-0.010451856265728329,0.030015007503751873
-0.010664481101437227,0.031015507753876938
-0.010877105937146123,0.032016008004002
-0.01108973077285502,0.03301650825412706
-0.011302355608563918,0.03401700850425212
-0.011514980444272816,0.03501750875437719
-0.011727605279981713,0.03601800900450225
-0.010805848977076263,0.03701850925462731
-0.009751260508024268,0.03801900950475237
-0.008696672038972265,0.03901950975487744
-0.007642083569920269,0.0400200100050025
-0.006587495100868273,0.04102051025512756
-0.005532906631816277,0.04202101050525262
-0.0044783181627642814,0.04302151075537768
-0.003423729693712277,0.04402201100550275
-0.0023691412246602817,0.04502251125562781
-0.0007425017903944279,0.04602301150575287
0.0016353859332940933,0.047023511755877934
0.0040132736569826145,0.048024012006002995
0.006391161380671152,0.04902451225612806
0.008769049104359673,0.05002501250625312
0.011146936828048194,0.051025512756378184
0.013524824551736717,0.052026013006503245
0.015902712275425255,0.05302651325662831
0.02065825222478272,0.054027013506753374
0.044664620547938017,0.055027513756878435
0.06992463770841104,0.056028014007003496
0.0962975572328926,0.05702851425712856
0.12267047675737436,0.058029014507253625
0.14936614697618525,0.059029514757378686
0.17657356644551406,0.06003001500750375
0.20378098591484284,0.06103051525762881
0.2309884053841718,0.062031015507753876
0.2571115158600908,0.06303151575787894
0.27901017451956406,0.064032016008004
0.30090883317903727,0.06503251625812906
0.3228074918385105,0.06603301650825412
0.34470615049798375,0.06703351675837918
0.36660480915745697,0.06803401700850424
0.3885034678169305,0.06903451725862932
0.4065484475469503,0.07003501750875438
0.4239246808108871,0.07103551775887944
0.4413009140748238,0.0720360180090045
0.4586771473387605,0.07303651825912956
0.4760533806026973,0.07403701850925462
0.49342961386663403,0.07503751875937968
0.5108058471305708,0.07603801900950474
0.5195126685693499,0.0770385192596298
0.5272203090639722,0.07803901950975488
0.5349279495585945,0.07903951975987994
0.5426355900532167,0.080040020010005
0.550343230547839,0.08104052026013006
0.5572309847668386,0.08204102051025512
0.5629883225841937,0.08304152076038018
0.5687456604015488,0.08404202101050524
0.574502998218904,0.0850425212606303
0.5802272681744083,0.08604302151075537
0.584195206983652,0.08704352176088044
0.5881631457928955,0.0880440220110055
0.5921310846021391,0.08904452226113056
0.5960990234113828,0.09004502251125562
0.6000036658258731,0.09104552276138068
0.602551321843121,0.09204602301150575
0.6050989778603689,0.0930465232616308
0.6076466338776169,0.09404702351175587
0.6101942898948648,0.09504752376188093
0.6127419459121127,0.09604802401200599
0.6152896019293607,0.09704852426213106
0.617436832361772,0.09804902451225612
0.6195603338787236,0.09904952476238119
0.6216838353956751,0.10005002501250625
0.6238073369126266,0.10105052526263131
0.6259308384295781,0.10205102551275637
0.6280543399465296,0.10305152576288143
0.6299119251880517,0.10405202601300649
0.6310924244082194,0.10505252626313155
0.6322729236283872,0.10605302651325663
0.633453422848555,0.10705352676338169
0.6346339220687227,0.10805402701350675
0.6358144212888904,0.10905452726363181
0.6369949205090581,0.11005502751375687
0.6381357054272825,0.11105552776388193
0.6384874005268928,0.11205602801400699
0.6388390956265032,0.11305652826413205
